link,penilaian,price,spek,seller_name,seller_rate,star_rating,cunt_rating,sales,category,Merk,Stock,Supplier_Place,total_penilaian,total_product,percentage_reply_m,reply_time_parameter,registered_date,follower
https://shopee.co.id/CASING-HP-VIVO-S1-Y30Y50-Y81Y83-V9-V5-V7-Y12-Y15-Y17-Z1PRO-Y19-Y71-V5LITE-Y55-i.81095102.8414955515,"['4.9', '33', '67']",,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPVIVO', 'Stok34', 'Dikirim DariKOTA SURABAYA - RUNGKUT, JAWA TIMUR, ID']",finkfong.shop,"['9,1RB', '134', '89%', 'hitungan jam', '34 bulan lalu', '34,3RB']",4.9,33,67,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,Model HPVIVO,"9,1RB",134,89%,hitungan jam,34 bulan lalu,"34,3RB"
https://shopee.co.id/CASE-HP-OPPO-A12-A7-F9-A5S-A53-2020-A15-A3S-A31-A52-A72-A92-A1K-A5-A9-i.10015064.10505107820,"['4.8', '4', '4']",,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPOPPO', 'Stok99', 'Dikirim DariKOTA SURABAYA - RUNGKUT, JAWA TIMUR, ID']",roland040690,"['170', '24', '75%', 'hitungan jam', '5 tahun lalu', '1,7RB']",4.8,4,4,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,Model HPOPPO,170,24,75%,hitungan jam,5 tahun lalu,"1,7RB"
https://shopee.co.id/case-hp-kekinian-my-choice-samsung-A02-A02S-Infinix-i.402869341.8028477213,"['4.9', '10', '13']",Rp20.000,"['KategoriShopeeHandphone & AksesorisCasing & CoversHard Case', 'MerekTidak Ada Merek', 'BahanPlastik', 'Model HPSamsung', 'Stok343', 'Dikirim DariKOTA SURABAYA - GENTENG, JAWA TIMUR, ID']",99cellsurabaya,"['613', '162', '83%', 'hitungan jam', '3 bulan lalu', '54']",4.9,10,13,KategoriShopeeHandphone & AksesorisCasing & CoversHard Case,MerekTidak Ada Merek,BahanPlastik,Model HPSamsung,613,162,83%,hitungan jam,3 bulan lalu,54
https://shopee.co.id/Stok-terbatas!-COD-CASE-HP-TEMPERED-GLASS-SAMSUNG-A10-A20-A30-A50-360-Fuze-Glossy-Disney-i.151586997.6707142951,"['5.0', '1', '1']",,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'Stok24', 'Dikirim DariKOTA SURABAYA - TAMBAKSARI, JAWA TIMUR, ID']",oberashop,"['22', '1,8RB', '71%', 'hitungan jam', '24 bulan lalu', '44']",5.0,1,1,KategoriShopeeHandphone & AksesorisCasing & Covers,Stok24,"Dikirim DariKOTA SURABAYA - TAMBAKSARI, JAWA TIMUR, ID",,22,"1,8RB",71%,hitungan jam,24 bulan lalu,44
https://shopee.co.id/CASING-HP-VIVO-V5-V5S-V5LITE-V9-Y12-15-17-Y55-Y71-Y83-Y91C-Y91-S1-i.81095102.5059123046,"['4.9', '103', '165']",,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPVIVO', 'Stok71', 'Dikirim DariKOTA SURABAYA - RUNGKUT, JAWA TIMUR, ID']",finkfong.shop,"['9,1RB', '134', '89%', 'hitungan jam', '34 bulan lalu', '34,3RB']",4.9,103,165,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,Model HPVIVO,"9,1RB",134,89%,hitungan jam,34 bulan lalu,"34,3RB"
https://shopee.co.id/Waterproof-Case-HP-Kantong-Casing-Anti-Air-HP-i.10408131.126816423,"['4.8', '135', '398']",,"['KategoriShopeeHandphone & AksesorisCasing & CoversCustom Case', 'MerekTidak Ada Merek', 'BahanPlastik', 'Model HPUniversal', 'Stok23', 'Dikirim DariKOTA SURABAYA - RUNGKUT, JAWA TIMUR, ID']",boreshop,"['19,8RB', '222', '91%', 'hitungan jam', '5 tahun lalu', '5,5RB']",4.8,135,398,KategoriShopeeHandphone & AksesorisCasing & CoversCustom Case,MerekTidak Ada Merek,BahanPlastik,Model HPUniversal,"19,8RB",222,91%,hitungan jam,5 tahun lalu,"5,5RB"
https://shopee.co.id/CASING-HP-OPPO-VIVO-A3S-realme-C1-A37-A57-A39-A83-F1s-F5-y55-y67-v5-y71-y81-y83-NO-fingger-i.81095102.4743994284,"['4.8', '206', '339']",,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPOPPO, VIVO', 'Stok29', 'Dikirim DariKOTA SURABAYA - RUNGKUT, JAWA TIMUR, ID']",finkfong.shop,"['9,1RB', '134', '89%', 'hitungan jam', '34 bulan lalu', '34,3RB']",4.8,206,339,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,"Model HPOPPO, VIVO","9,1RB",134,89%,hitungan jam,34 bulan lalu,"34,3RB"
https://shopee.co.id/Airpods-case-model-starbucks-ice-cream-frappuccino-pink-starbucks-casing-i.41765672.6650815713,"['4.9', '19', '41']",Rp29.000 - Rp89.000,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPAirpods 1/2/pro', 'Stok274', 'Dikirim DariKOTA SURABAYA - MULYOREJO, JAWA TIMUR, ID']",s0n14014,"['570', '70', '89%', 'hitungan menit', '4 tahun lalu', '195']",4.9,19,41,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,Model HPAirpods 1/2/pro,570,70,89%,hitungan menit,4 tahun lalu,195
https://shopee.co.id/HYBRID-MATTE-LENS-PROTECTOR-CANDY-IPHONE-CASE-6-6S-7-8-6-6S-7-8-X-XS-XR-XSMAX-11-11PRO-11PROMAX-i.336143411.5564990572,"['4.9', '493', '923']",,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPIPHONE', 'Stok193', 'Dikirim DariKOTA SURABAYA - GUBENG, JAWA TIMUR, ID']",i.case_store,"['3,3RB', '40', '98%', 'hitungan jam', '7 bulan lalu', '3,8RB']",4.9,493,923,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,Model HPIPHONE,"3,3RB",40,98%,hitungan jam,7 bulan lalu,"3,8RB"
https://shopee.co.id/ASUS-ZENFONE-MAX-M2-SOFT-CASE-FUZE-HYBRID-MY-CHOICE-i.401133330.9545955869,"['3.0', '1', '1']",,"['KategoriShopeeHandphone & AksesorisCasing & CoversHard Case', 'MerekTidak Ada Merek', 'BahanPlastik', 'Model HPASUS', 'Stok499', 'Dikirim DariKOTA JAKARTA UTARA - PENJARINGAN, DKI JAKARTA, ID']",nacha.acc,"['266', '197', '97%', 'hitungan jam', '3 bulan lalu', '170']",3.0,1,1,KategoriShopeeHandphone & AksesorisCasing & CoversHard Case,MerekTidak Ada Merek,BahanPlastik,Model HPASUS,266,197,97%,hitungan jam,3 bulan lalu,170
https://shopee.co.id/CASING-SOFT-CASE-SAMSUNG-J1-ACE-J2-PRIME-A50-A10-J7-PRIME-A20-J7PRO-M20-J5-PRIME-A51-KC2008-i.35026093.7159483264,"['4.9', '39', '57']",Rp17.000,"['KategoriShopeeHandphone & AksesorisCasing & Covers', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPSAMSUNG', 'Stok666', 'Dikirim DariKOTA JAKARTA TIMUR - PULO GADUNG, DKI JAKARTA, ID']",rajakingkong,"['296,6RB', '931', '90%', 'hitungan jam', '4 tahun lalu', '356,8RB']",4.9,39,57,KategoriShopeeHandphone & AksesorisCasing & Covers,MerekTidak Ada Merek,BahanSilikon,Model HPSAMSUNG,"296,6RB",931,90%,hitungan jam,4 tahun lalu,"356,8RB"
https://shopee.co.id/-CX-Kotak-Lanyard-Case-XiaoMi-Redmi-Note-9-9S-8pro-7A-8A-Redmi-Note8-Note7-pro-flash-chips-6-Warna-Dengan-Tali-Lanyard-Untuk-Redmi7-Redmi8-lanyard-iphone-casing-i.119704253.3158827849,"['4.8', '1,1RB', '2RB']",Rp29.518,"['KategoriShopeeHandphone & AksesorisCasing & CoversHard Case', 'MerekTidak Ada Merek', 'BahanSilikon', 'Model HPXiaomi Redmi', 'Stok47946']",cxkj.id,"['165,7RB', '1,3RB', '100%', 'hitungan jam', '29 bulan lalu', '44,3RB']",4.8,"1,1RB",2RB,KategoriShopeeHandphone & AksesorisCasing & CoversHard Case,MerekTidak Ada Merek,BahanSilikon,Model HPXiaomi Redmi,"165,7RB","1,3RB",100%,hitungan jam,29 bulan lalu,"44,3RB"
